,Unnamed: 0,year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
830,21132,2004,VIRGINIA,VA,BUENA VISTA,51530,US PRESIDENT,JOHN KERRY,DEMOCRAT,936,2389,20220315,TOTAL
831,21133,2004,VIRGINIA,VA,BUENA VISTA,51530,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1417,2389,20220315,TOTAL
833,21135,2004,VIRGINIA,VA,CHARLOTTESVILLE,51540,US PRESIDENT,JOHN KERRY,DEMOCRAT,11088,15450,20220315,TOTAL
834,21136,2004,VIRGINIA,VA,CHARLOTTESVILLE,51540,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4172,15450,20220315,TOTAL
836,21138,2004,VIRGINIA,VA,CHESAPEAKE,51550,US PRESIDENT,JOHN KERRY,DEMOCRAT,38744,91541,20220315,TOTAL
837,21139,2004,VIRGINIA,VA,CHESAPEAKE,51550,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,52283,91541,20220315,TOTAL
839,21141,2004,VIRGINIA,VA,COLONIAL HEIGHTS,51570,US PRESIDENT,JOHN KERRY,DEMOCRAT,2061,8231,20220315,TOTAL
840,21142,2004,VIRGINIA,VA,COLONIAL HEIGHTS,51570,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6129,8231,20220315,TOTAL
842,21144,2004,VIRGINIA,VA,COVINGTON,51580,US PRESIDENT,JOHN KERRY,DEMOCRAT,1179,2301,20220315,TOTAL
843,21145,2004,VIRGINIA,VA,COVINGTON,51580,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1104,2301,20220315,TOTAL
845,21147,2004,VIRGINIA,VA,DANVILLE,51590,US PRESIDENT,JOHN KERRY,DEMOCRAT,9436,19112,20220315,TOTAL
846,21148,2004,VIRGINIA,VA,DANVILLE,51590,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,9399,19112,20220315,TOTAL
848,21150,2004,VIRGINIA,VA,EMPORIA,51595,US PRESIDENT,JOHN KERRY,DEMOCRAT,1247,2221,20220315,TOTAL
849,21151,2004,VIRGINIA,VA,EMPORIA,51595,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,970,2221,20220315,TOTAL
851,21153,2004,VIRGINIA,VA,FAIRFAX,51600,US PRESIDENT,JOHN KERRY,DEMOCRAT,5395,10546,20220315,TOTAL
852,21154,2004,VIRGINIA,VA,FAIRFAX,51600,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5045,10546,20220315,TOTAL
854,21156,2004,VIRGINIA,VA,FALLS CHURCH,51610,US PRESIDENT,JOHN KERRY,DEMOCRAT,3944,6098,20220315,TOTAL
855,21157,2004,VIRGINIA,VA,FALLS CHURCH,51610,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2074,6098,20220315,TOTAL
857,21159,2004,VIRGINIA,VA,FRANKLIN,51620,US PRESIDENT,JOHN KERRY,DEMOCRAT,1910,3536,20220315,TOTAL
858,21160,2004,VIRGINIA,VA,FRANKLIN,51620,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1613,3536,20220315,TOTAL
860,21162,2004,VIRGINIA,VA,FREDERICKSBURG,51630,US PRESIDENT,JOHN KERRY,DEMOCRAT,4085,7542,20220315,TOTAL
861,21163,2004,VIRGINIA,VA,FREDERICKSBURG,51630,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,3390,7542,20220315,TOTAL
863,21165,2004,VIRGINIA,VA,GALAX,51640,US PRESIDENT,JOHN KERRY,DEMOCRAT,987,2335,20220315,TOTAL
864,21166,2004,VIRGINIA,VA,GALAX,51640,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1336,2335,20220315,TOTAL
866,21168,2004,VIRGINIA,VA,HAMPTON,51650,US PRESIDENT,JOHN KERRY,DEMOCRAT,32016,55741,20220315,TOTAL
867,21169,2004,VIRGINIA,VA,HAMPTON,51650,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,23399,55741,20220315,TOTAL
869,21171,2004,VIRGINIA,VA,HARRISONBURG,51660,US PRESIDENT,JOHN KERRY,DEMOCRAT,4726,11030,20220315,TOTAL
870,21172,2004,VIRGINIA,VA,HARRISONBURG,51660,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,6165,11030,20220315,TOTAL
872,21174,2004,VIRGINIA,VA,HOPEWELL,51670,US PRESIDENT,JOHN KERRY,DEMOCRAT,3573,7936,20220315,TOTAL
873,21175,2004,VIRGINIA,VA,HOPEWELL,51670,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,4251,7936,20220315,TOTAL
875,21177,2004,VIRGINIA,VA,LEXINGTON,51678,US PRESIDENT,JOHN KERRY,DEMOCRAT,1340,2349,20220315,TOTAL
876,21178,2004,VIRGINIA,VA,LEXINGTON,51678,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,982,2349,20220315,TOTAL
878,21180,2004,VIRGINIA,VA,LYNCHBURG,51680,US PRESIDENT,JOHN KERRY,DEMOCRAT,11727,26340,20220315,TOTAL
879,21181,2004,VIRGINIA,VA,LYNCHBURG,51680,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,14400,26340,20220315,TOTAL
881,21183,2004,VIRGINIA,VA,MANASSAS,51683,US PRESIDENT,JOHN KERRY,DEMOCRAT,5562,12903,20220315,TOTAL
882,21184,2004,VIRGINIA,VA,MANASSAS,51683,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7257,12903,20220315,TOTAL
884,21186,2004,VIRGINIA,VA,MANASSAS PARK,51685,US PRESIDENT,JOHN KERRY,DEMOCRAT,1498,3332,20220315,TOTAL
885,21187,2004,VIRGINIA,VA,MANASSAS PARK,51685,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,1807,3332,20220315,TOTAL
887,21189,2004,VIRGINIA,VA,MARTINSVILLE,51690,US PRESIDENT,JOHN KERRY,DEMOCRAT,3036,5603,20220315,TOTAL
888,21190,2004,VIRGINIA,VA,MARTINSVILLE,51690,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2538,5603,20220315,TOTAL
890,21192,2004,VIRGINIA,VA,NEWPORT NEWS,51700,US PRESIDENT,JOHN KERRY,DEMOCRAT,35319,67952,20220315,TOTAL
891,21193,2004,VIRGINIA,VA,NEWPORT NEWS,51700,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,32208,67952,20220315,TOTAL
893,21195,2004,VIRGINIA,VA,NORFOLK,51710,US PRESIDENT,JOHN KERRY,DEMOCRAT,43518,70570,20220315,TOTAL
894,21196,2004,VIRGINIA,VA,NORFOLK,51710,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,26401,70570,20220315,TOTAL
896,21198,2004,VIRGINIA,VA,NORTON,51720,US PRESIDENT,JOHN KERRY,DEMOCRAT,725,1504,20220315,TOTAL
897,21199,2004,VIRGINIA,VA,NORTON,51720,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,768,1504,20220315,TOTAL
899,21201,2004,VIRGINIA,VA,PETERSBURG,51730,US PRESIDENT,JOHN KERRY,DEMOCRAT,9682,11949,20220315,TOTAL
900,21202,2004,VIRGINIA,VA,PETERSBURG,51730,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2238,11949,20220315,TOTAL
902,21204,2004,VIRGINIA,VA,POQUOSON,51735,US PRESIDENT,JOHN KERRY,DEMOCRAT,1424,6480,20220315,TOTAL
903,21205,2004,VIRGINIA,VA,POQUOSON,51735,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5004,6480,20220315,TOTAL
905,21207,2004,VIRGINIA,VA,PORTSMOUTH,51740,US PRESIDENT,JOHN KERRY,DEMOCRAT,24112,39534,20220315,TOTAL
906,21208,2004,VIRGINIA,VA,PORTSMOUTH,51740,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,15212,39534,20220315,TOTAL
908,21210,2004,VIRGINIA,VA,RADFORD,51750,US PRESIDENT,JOHN KERRY,DEMOCRAT,2244,4845,20220315,TOTAL
909,21211,2004,VIRGINIA,VA,RADFORD,51750,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2564,4845,20220315,TOTAL
911,21213,2004,VIRGINIA,VA,RICHMOND,51760,US PRESIDENT,JOHN KERRY,DEMOCRAT,52167,74325,20220315,TOTAL
912,21214,2004,VIRGINIA,VA,RICHMOND,51760,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,21637,74325,20220315,TOTAL
914,21216,2004,VIRGINIA,VA,ROANOKE,51770,US PRESIDENT,JOHN KERRY,DEMOCRAT,18862,36000,20220315,TOTAL
915,21217,2004,VIRGINIA,VA,ROANOKE,51770,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,16661,36000,20220315,TOTAL
917,21219,2004,VIRGINIA,VA,SALEM,51775,US PRESIDENT,JOHN KERRY,DEMOCRAT,4254,11484,20220315,TOTAL
918,21220,2004,VIRGINIA,VA,SALEM,51775,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,7115,11484,20220315,TOTAL
920,21222,2004,VIRGINIA,VA,STAUNTON,51790,US PRESIDENT,JOHN KERRY,DEMOCRAT,3756,9629,20220315,TOTAL
921,21223,2004,VIRGINIA,VA,STAUNTON,51790,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5805,9629,20220315,TOTAL
923,21225,2004,VIRGINIA,VA,SUFFOLK,51800,US PRESIDENT,JOHN KERRY,DEMOCRAT,15233,32189,20220315,TOTAL
924,21226,2004,VIRGINIA,VA,SUFFOLK,51800,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,16763,32189,20220315,TOTAL
926,21228,2004,VIRGINIA,VA,VIRGINIA BEACH,51810,US PRESIDENT,JOHN KERRY,DEMOCRAT,70666,175687,20220315,TOTAL
927,21229,2004,VIRGINIA,VA,VIRGINIA BEACH,51810,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,103752,175687,20220315,TOTAL
929,21231,2004,VIRGINIA,VA,WAYNESBORO,51820,US PRESIDENT,JOHN KERRY,DEMOCRAT,2792,7963,20220315,TOTAL
930,21232,2004,VIRGINIA,VA,WAYNESBORO,51820,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5092,7963,20220315,TOTAL
932,21234,2004,VIRGINIA,VA,WILLIAMSBURG,51830,US PRESIDENT,JOHN KERRY,DEMOCRAT,2216,4320,20220315,TOTAL
933,21235,2004,VIRGINIA,VA,WILLIAMSBURG,51830,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,2064,4320,20220315,TOTAL
935,21237,2004,VIRGINIA,VA,WINCHESTER,51840,US PRESIDENT,JOHN KERRY,DEMOCRAT,3967,9343,20220315,TOTAL
936,21238,2004,VIRGINIA,VA,WINCHESTER,51840,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,5283,9343,20220315,TOTAL
938,30189,2008,VIRGINIA,VA,ACCOMACK,51001,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7607,15623,20220315,TOTAL
939,30190,2008,VIRGINIA,VA,ACCOMACK,51001,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,7833,15623,20220315,TOTAL
941,30192,2008,VIRGINIA,VA,ALBEMARLE,51003,US PRESIDENT,BARACK OBAMA,DEMOCRAT,29792,50984,20220315,TOTAL
942,30193,2008,VIRGINIA,VA,ALBEMARLE,51003,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,20576,50984,20220315,TOTAL
944,30195,2008,VIRGINIA,VA,ALLEGHANY,51005,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3553,7369,20220315,TOTAL
945,30196,2008,VIRGINIA,VA,ALLEGHANY,51005,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3715,7369,20220315,TOTAL
947,30198,2008,VIRGINIA,VA,AMELIA,51007,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2488,6529,20220315,TOTAL
948,30199,2008,VIRGINIA,VA,AMELIA,51007,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3970,6529,20220315,TOTAL
950,30201,2008,VIRGINIA,VA,AMHERST,51009,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6094,14700,20220315,TOTAL
951,30202,2008,VIRGINIA,VA,AMHERST,51009,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8470,14700,20220315,TOTAL
953,30204,2008,VIRGINIA,VA,APPOMATTOX,51011,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2641,7630,20220315,TOTAL
954,30205,2008,VIRGINIA,VA,APPOMATTOX,51011,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4903,7630,20220315,TOTAL
956,30207,2008,VIRGINIA,VA,ARLINGTON,51013,US PRESIDENT,BARACK OBAMA,DEMOCRAT,78994,110153,20220315,TOTAL
957,30208,2008,VIRGINIA,VA,ARLINGTON,51013,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,29876,110153,20220315,TOTAL
959,30210,2008,VIRGINIA,VA,AUGUSTA,51015,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9825,33338,20220315,TOTAL
960,30211,2008,VIRGINIA,VA,AUGUSTA,51015,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,23120,33338,20220315,TOTAL
962,30213,2008,VIRGINIA,VA,BATH,51017,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1043,2432,20220315,TOTAL
963,30214,2008,VIRGINIA,VA,BATH,51017,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1349,2432,20220315,TOTAL
965,30216,2008,VIRGINIA,VA,BEDFORD,51019,US PRESIDENT,BARACK OBAMA,DEMOCRAT,11017,35830,20220315,TOTAL
966,30217,2008,VIRGINIA,VA,BEDFORD,51019,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,24420,35830,20220315,TOTAL
968,30219,2008,VIRGINIA,VA,BLAND,51021,US PRESIDENT,BARACK OBAMA,DEMOCRAT,864,2959,20220315,TOTAL
969,30220,2008,VIRGINIA,VA,BLAND,51021,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2031,2959,20220315,TOTAL
971,30222,2008,VIRGINIA,VA,BOTETOURT,51023,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5693,17406,20220315,TOTAL
972,30223,2008,VIRGINIA,VA,BOTETOURT,51023,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,11471,17406,20220315,TOTAL
974,30225,2008,VIRGINIA,VA,BRUNSWICK,51025,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4973,7914,20220315,TOTAL
975,30226,2008,VIRGINIA,VA,BRUNSWICK,51025,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2877,7914,20220315,TOTAL
977,30228,2008,VIRGINIA,VA,BUCHANAN,51027,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4063,8734,20220315,TOTAL
978,30229,2008,VIRGINIA,VA,BUCHANAN,51027,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4541,8734,20220315,TOTAL
980,30231,2008,VIRGINIA,VA,BUCKINGHAM,51029,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3489,6994,20220315,TOTAL
981,30232,2008,VIRGINIA,VA,BUCKINGHAM,51029,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3428,6994,20220315,TOTAL
983,30234,2008,VIRGINIA,VA,CAMPBELL,51031,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8091,25814,20220315,TOTAL
984,30235,2008,VIRGINIA,VA,CAMPBELL,51031,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,17444,25814,20220315,TOTAL
986,30237,2008,VIRGINIA,VA,CAROLINE,51033,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7163,12919,20220315,TOTAL
987,30238,2008,VIRGINIA,VA,CAROLINE,51033,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5617,12919,20220315,TOTAL
989,30240,2008,VIRGINIA,VA,CARROLL,51035,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4109,12579,20220315,TOTAL
990,30241,2008,VIRGINIA,VA,CARROLL,51035,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8187,12579,20220315,TOTAL
992,30243,2008,VIRGINIA,VA,CHARLES CITY,51036,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2838,4153,20220315,TOTAL
993,30244,2008,VIRGINIA,VA,CHARLES CITY,51036,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1288,4153,20220315,TOTAL
995,30246,2008,VIRGINIA,VA,CHARLOTTE,51037,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2705,6157,20220315,TOTAL
996,30247,2008,VIRGINIA,VA,CHARLOTTE,51037,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3372,6157,20220315,TOTAL
998,30249,2008,VIRGINIA,VA,CHESTERFIELD,51041,US PRESIDENT,BARACK OBAMA,DEMOCRAT,74310,162088,20220315,TOTAL
999,30250,2008,VIRGINIA,VA,CHESTERFIELD,51041,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,86413,162088,20220315,TOTAL
1001,30252,2008,VIRGINIA,VA,CLARKE,51043,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3457,7431,20220315,TOTAL
1002,30253,2008,VIRGINIA,VA,CLARKE,51043,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3840,7431,20220315,TOTAL
1004,30255,2008,VIRGINIA,VA,CRAIG,51045,US PRESIDENT,BARACK OBAMA,DEMOCRAT,877,2621,20220315,TOTAL
1005,30256,2008,VIRGINIA,VA,CRAIG,51045,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1695,2621,20220315,TOTAL
1007,30258,2008,VIRGINIA,VA,CULPEPER,51047,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8802,19741,20220315,TOTAL
1008,30259,2008,VIRGINIA,VA,CULPEPER,51047,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,10711,19741,20220315,TOTAL
1010,30261,2008,VIRGINIA,VA,CUMBERLAND,51049,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2255,4724,20220315,TOTAL
1011,30262,2008,VIRGINIA,VA,CUMBERLAND,51049,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2418,4724,20220315,TOTAL
1013,30264,2008,VIRGINIA,VA,DICKENSON,51051,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3278,6753,20220315,TOTAL
1014,30265,2008,VIRGINIA,VA,DICKENSON,51051,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3324,6753,20220315,TOTAL
1016,30267,2008,VIRGINIA,VA,DINWIDDIE,51053,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6246,12892,20220315,TOTAL
1017,30268,2008,VIRGINIA,VA,DINWIDDIE,51053,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6526,12892,20220315,TOTAL
1019,30270,2008,VIRGINIA,VA,ESSEX,51057,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2934,5364,20220315,TOTAL
1020,30271,2008,VIRGINIA,VA,ESSEX,51057,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2379,5364,20220315,TOTAL
1022,30273,2008,VIRGINIA,VA,FAIRFAX,51059,US PRESIDENT,BARACK OBAMA,DEMOCRAT,310359,516254,20220315,TOTAL
1023,30274,2008,VIRGINIA,VA,FAIRFAX,51059,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,200994,516254,20220315,TOTAL
1025,30276,2008,VIRGINIA,VA,FAUQUIER,51061,US PRESIDENT,BARACK OBAMA,DEMOCRAT,14616,34219,20220315,TOTAL
1026,30277,2008,VIRGINIA,VA,FAUQUIER,51061,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,19227,34219,20220315,TOTAL
1028,30279,2008,VIRGINIA,VA,FLOYD,51063,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2937,7516,20220315,TOTAL
1029,30280,2008,VIRGINIA,VA,FLOYD,51063,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4441,7516,20220315,TOTAL
1031,30282,2008,VIRGINIA,VA,FLUVANNA,51065,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6185,12735,20220315,TOTAL
1032,30283,2008,VIRGINIA,VA,FLUVANNA,51065,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6420,12735,20220315,TOTAL
1034,30285,2008,VIRGINIA,VA,FRANKLIN,51067,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9618,25401,20220315,TOTAL
1035,30286,2008,VIRGINIA,VA,FRANKLIN,51067,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,15414,25401,20220315,TOTAL
1037,30288,2008,VIRGINIA,VA,FREDERICK,51069,US PRESIDENT,BARACK OBAMA,DEMOCRAT,12961,33612,20220315,TOTAL
1038,30289,2008,VIRGINIA,VA,FREDERICK,51069,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,20149,33612,20220315,TOTAL
1040,30291,2008,VIRGINIA,VA,GILES,51071,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3192,7795,20220315,TOTAL
1041,30292,2008,VIRGINIA,VA,GILES,51071,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4462,7795,20220315,TOTAL
1043,30294,2008,VIRGINIA,VA,GLOUCESTER,51073,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6916,19222,20220315,TOTAL
1044,30295,2008,VIRGINIA,VA,GLOUCESTER,51073,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,12089,19222,20220315,TOTAL
1046,30297,2008,VIRGINIA,VA,GOOCHLAND,51075,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4813,12562,20220315,TOTAL
1047,30298,2008,VIRGINIA,VA,GOOCHLAND,51075,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,7643,12562,20220315,TOTAL
1049,30300,2008,VIRGINIA,VA,GRAYSON,51077,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2480,7220,20220315,TOTAL
1050,30301,2008,VIRGINIA,VA,GRAYSON,51077,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4540,7220,20220315,TOTAL
1052,30303,2008,VIRGINIA,VA,GREENE,51079,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3174,8260,20220315,TOTAL
1053,30304,2008,VIRGINIA,VA,GREENE,51079,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4980,8260,20220315,TOTAL
1055,30306,2008,VIRGINIA,VA,GREENSVILLE,51081,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3122,4887,20220315,TOTAL
1056,30307,2008,VIRGINIA,VA,GREENSVILLE,51081,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1729,4887,20220315,TOTAL
1058,30309,2008,VIRGINIA,VA,HALIFAX,51083,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8126,16850,20220315,TOTAL
1059,30310,2008,VIRGINIA,VA,HALIFAX,51083,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8600,16850,20220315,TOTAL
1061,30312,2008,VIRGINIA,VA,HANOVER,51085,US PRESIDENT,BARACK OBAMA,DEMOCRAT,18447,56248,20220315,TOTAL
1062,30313,2008,VIRGINIA,VA,HANOVER,51085,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,37344,56248,20220315,TOTAL
1064,30315,2008,VIRGINIA,VA,HENRICO,51087,US PRESIDENT,BARACK OBAMA,DEMOCRAT,86323,154966,20220315,TOTAL
1065,30316,2008,VIRGINIA,VA,HENRICO,51087,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,67381,154966,20220315,TOTAL
1067,30318,2008,VIRGINIA,VA,HENRY,51089,US PRESIDENT,BARACK OBAMA,DEMOCRAT,11118,25215,20220315,TOTAL
1068,30319,2008,VIRGINIA,VA,HENRY,51089,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,13758,25215,20220315,TOTAL
1070,30321,2008,VIRGINIA,VA,HIGHLAND,51091,US PRESIDENT,BARACK OBAMA,DEMOCRAT,590,1554,20220315,TOTAL
1071,30322,2008,VIRGINIA,VA,HIGHLAND,51091,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,930,1554,20220315,TOTAL
1073,30324,2008,VIRGINIA,VA,ISLE OF WIGHT,51093,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8573,19997,20220315,TOTAL
1074,30325,2008,VIRGINIA,VA,ISLE OF WIGHT,51093,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,11258,19997,20220315,TOTAL
1076,30327,2008,VIRGINIA,VA,JAMES CITY,51095,US PRESIDENT,BARACK OBAMA,DEMOCRAT,17352,38603,20220315,TOTAL
1077,30328,2008,VIRGINIA,VA,JAMES CITY,51095,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,20912,38603,20220315,TOTAL
1079,30330,2008,VIRGINIA,VA,KING AND QUEEN,51097,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1918,3705,20220315,TOTAL
1080,30331,2008,VIRGINIA,VA,KING AND QUEEN,51097,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1763,3705,20220315,TOTAL
1082,30333,2008,VIRGINIA,VA,KING GEORGE,51099,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4473,10474,20220315,TOTAL
1083,30334,2008,VIRGINIA,VA,KING GEORGE,51099,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5888,10474,20220315,TOTAL
1085,30336,2008,VIRGINIA,VA,KING WILLIAM,51101,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3344,8388,20220315,TOTAL
1086,30337,2008,VIRGINIA,VA,KING WILLIAM,51101,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4966,8388,20220315,TOTAL
1088,30339,2008,VIRGINIA,VA,LANCASTER,51103,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3235,6938,20220315,TOTAL
1089,30340,2008,VIRGINIA,VA,LANCASTER,51103,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3647,6938,20220315,TOTAL
1091,30342,2008,VIRGINIA,VA,LEE,51105,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3219,9227,20220315,TOTAL
1092,30343,2008,VIRGINIA,VA,LEE,51105,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5825,9227,20220315,TOTAL
1094,30345,2008,VIRGINIA,VA,LOUDOUN,51107,US PRESIDENT,BARACK OBAMA,DEMOCRAT,74845,139459,20220315,TOTAL
1095,30346,2008,VIRGINIA,VA,LOUDOUN,51107,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,63336,139459,20220315,TOTAL
1097,30348,2008,VIRGINIA,VA,LOUISA,51109,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6978,15353,20220315,TOTAL
1098,30349,2008,VIRGINIA,VA,LOUISA,51109,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8182,15353,20220315,TOTAL
1100,30351,2008,VIRGINIA,VA,LUNENBURG,51111,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2703,5650,20220315,TOTAL
1101,30352,2008,VIRGINIA,VA,LUNENBURG,51111,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2900,5650,20220315,TOTAL
1103,30354,2008,VIRGINIA,VA,MADISON,51113,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2862,6699,20220315,TOTAL
1104,30355,2008,VIRGINIA,VA,MADISON,51113,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3758,6699,20220315,TOTAL
1106,30357,2008,VIRGINIA,VA,MATHEWS,51115,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1934,5440,20220315,TOTAL
1107,30358,2008,VIRGINIA,VA,MATHEWS,51115,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3456,5440,20220315,TOTAL
